project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost,optimized_quantity,optimized_cost,cost_saving
P088,23,Column,162,8,165,Timber,70.54,17,600,719508.0,15,634860.0000000001,84647.99999999988
P049,24,Slab,330,9,332,Steel,23.4,11,850,218789.99999999997,8,159120.0,59669.99999999997
P019,34,Wall,328,3,326,Steel,10.81,17,850,156204.5,16,147016.0,9188.5
P089,7,Column,269,8,269,Aluminum,58.93,10,1100,648230.0,9,583407.0,64823.0
P085,4,Column,218,7,221,Aluminum,31.73,6,1100,209418.0,6,209418.0,0.0
P012,34,Column,254,8,258,Steel,88.05,9,850,673582.5,8,598740.0,74842.5
P061,22,Beam,59,3,63,Aluminum,32.58,16,1100,573408.0,13,465893.99999999994,107514.00000000006
P041,5,Wall,32,9,31,Timber,69.66,19,600,794124.0,17,710532.0,83592.0
P033,23,Wall,339,6,341,Steel,41.06,10,850,349010.0,9,314109.0,34901.0
P050,15,Column,120,3,121,Aluminum,41.53,5,1100,228415.0,4,182732.0,45683.0
P068,31,Wall,310,3,315,Steel,26.36,15,850,336090.0,11,246465.99999999997,89624.00000000003
P071,9,Slab,2,3,3,Timber,55.24,16,600,530304.0,11,364584.0,165720.0
P086,25,Slab,118,3,122,Aluminum,62.13,7,1100,478401.0,6,410058.00000000006,68342.99999999994
P033,25,Column,37,7,39,Steel,62.29,23,850,1217769.5,17,900090.5,317679.0
P081,21,Slab,97,8,95,Timber,87.09,17,600,888318.0,11,574794.0,313524.0
P024,9,Column,359,7,357,Aluminum,68.71,15,1100,1133714.9999999998,12,906972.0,226742.99999999977
P061,22,Slab,257,7,255,Steel,76.62,11,850,716397.0,9,586143.0,130254.0
P061,23,Column,128,6,132,Timber,39.11,16,600,375456.0,10,234660.0,140796.0
P098,4,Column,359,6,360,Timber,47.86,22,600,631752.0,18,516888.0,114864.0
P028,29,Wall,156,8,157,Timber,11.65,20,600,139800.0,14,97860.0,41940.0
P058,15,Wall,145,8,144,Timber,17.12,12,600,123264.0,9,92448.00000000001,30815.999999999985
P043,1,Column,57,9,55,Timber,44.66,17,600,455531.99999999994,14,375144.0,80387.99999999994
P041,30,Wall,70,3,71,Aluminum,28.88,21,1100,667128.0,15,476520.0,190608.0
P039,29,Wall,44,7,45,Timber,83.17,8,600,399216.0,6,299412.0,99804.0
P086,20,Beam,212,6,210,Aluminum,70.88,13,1100,1013583.9999999999,10,779680.0,233903.99999999988
P049,33,Slab,175,5,173,Aluminum,97.33,13,1100,1391819.0,12,1284756.0,107063.0
P017,22,Wall,141,3,142,Steel,89.83,14,850,1068977.0,10,763555.0,305422.0
P098,13,Column,76,9,79,Steel,97.99,15,850,1249372.5,12,999497.9999999999,249874.50000000012
P070,7,Beam,158,4,160,Aluminum,42.87,5,1100,235785.0,5,235785.0,0.0
P070,8,Beam,85,7,86,Timber,53.59,21,600,675234.0000000001,14,450156.0,225078.00000000012
P098,28,Wall,322,3,321,Timber,43.54,11,600,287364.0,7,182867.99999999997,104496.00000000003
P065,9,Column,309,8,309,Aluminum,96.79,15,1100,1597035.0000000002,10,1064690.0,532345.0000000002
P074,25,Column,18,3,21,Timber,46.24,17,600,471648.0,11,305184.0,166464.0
P085,16,Column,284,4,282,Aluminum,20.51,10,1100,225610.00000000003,7,157927.00000000003,67683.0
P005,10,Column,42,8,46,Steel,32.55,12,850,332010.0,9,249007.5,83002.5
P002,11,Column,134,5,133,Timber,48.23,14,600,405131.99999999994,11,318318.0,86813.99999999994
P022,31,Slab,102,6,107,Timber,64.27,18,600,694115.9999999999,12,462744.0,231371.99999999988
P057,12,Column,137,6,139,Timber,65.63,16,600,630048.0,11,433157.99999999994,196890.00000000006
P066,31,Column,222,4,226,Steel,78.29,15,850,998197.5000000001,13,865104.5000000001,133093.0
P074,14,Slab,229,9,234,Timber,68.31,11,600,450846.00000000006,10,409860.0,40986.00000000006
P098,32,Wall,294,4,294,Aluminum,54.24,17,1100,1014288.0,11,656304.0,357984.0
P016,17,Beam,306,9,309,Timber,12.72,6,600,45792.00000000001,5,38160.0,7632.000000000007
P051,1,Slab,316,9,317,Aluminum,72.55,7,1100,558635.0,5,399025.0,159610.0
P039,29,Beam,119,6,117,Timber,17.69,5,600,53070.0,4,42456.0,10614.0
P086,4,Beam,99,5,100,Aluminum,52.19,10,1100,574090.0,7,401863.0,172227.0
P076,23,Slab,350,5,349,Steel,90.68,5,850,385390.0,4,308312.0,77078.0
P088,28,Column,324,3,328,Timber,63.72,6,600,229392.0,5,191160.0,38232.0
P040,16,Beam,159,4,164,Steel,27.91,14,850,332129.0,12,284682.0,47447.0
P038,12,Column,239,4,243,Steel,82.72,16,850,1124992.0,13,914055.9999999999,210936.00000000012
P060,21,Wall,320,4,318,Timber,37.04,9,600,200016.0,8,177792.0,22224.0
P059,17,Slab,335,8,336,Timber,61.95,13,600,483210.0,11,408870.0,74340.0
P010,13,Beam,189,6,193,Aluminum,67.23,16,1100,1183248.0,14,1035342.0,147906.0
P099,32,Column,309,6,307,Timber,75.8,12,600,545760.0,9,409319.99999999994,136440.00000000006
P064,15,Beam,249,6,248,Timber,15.85,14,600,133140.0,10,95100.0,38040.0
P063,12,Wall,26,5,31,Aluminum,86.88,18,1100,1720224.0,15,1433519.9999999998,286704.00000000023
P049,15,Wall,189,6,190,Aluminum,20.25,24,1100,534600.0,22,490050.0,44550.0
P064,34,Beam,140,3,145,Timber,18.51,19,600,211014.00000000003,17,188802.0,22212.00000000003
P032,6,Slab,181,8,181,Timber,51.12,12,600,368063.99999999994,9,276048.0,92015.99999999994
P007,17,Wall,21,6,25,Timber,43.5,13,600,339300.0,10,261000.0,78300.0
P021,20,Column,163,8,165,Steel,14.92,9,850,114138.0,7,88774.0,25364.0
P020,9,Wall,71,8,72,Steel,24.94,5,850,105995.0,5,105995.0,0.0
P026,5,Column,82,5,80,Timber,49.53,15,600,445770.0,13,386334.0,59436.0
P068,23,Beam,155,4,160,Aluminum,84.62,8,1100,744656.0,5,465410.0,279246.0
P086,33,Column,316,8,319,Timber,20.92,10,600,125520.00000000001,9,112968.00000000001,12552.0
P015,14,Beam,355,3,356,Timber,19.41,21,600,244566.0,16,186336.0,58230.0
P085,17,Wall,47,5,45,Steel,82.43,8,850,560524.0,7,490458.5,70065.5
P079,19,Slab,194,7,198,Timber,54.31,9,600,293274.0,6,195516.0,97758.0
P086,33,Wall,224,8,227,Timber,42.42,18,600,458136.00000000006,11,279972.0,178164.00000000006
P092,1,Wall,237,9,236,Steel,51.52,22,850,963424.0,20,875840.0000000001,87583.99999999988
P014,13,Wall,280,8,285,Steel,46.98,7,850,279530.99999999994,7,279530.99999999994,0.0
P027,27,Wall,10,4,13,Aluminum,80.37,15,1100,1326105.0000000002,13,1149291.0,176814.00000000023
P040,6,Slab,152,6,154,Aluminum,10.84,19,1100,226556.0,15,178860.0,47696.0
P058,6,Wall,344,5,342,Aluminum,48.98,11,1100,592658.0,8,431024.0,161634.0
P028,33,Column,104,7,105,Timber,24.3,8,600,116640.0,6,87480.0,29160.0
P026,30,Slab,124,5,128,Aluminum,37.75,10,1100,415250.0,7,290675.0,124575.0
P063,23,Slab,185,6,188,Steel,20.1,14,850,239190.00000000003,11,187935.00000000003,51255.0
P066,10,Column,290,5,289,Aluminum,48.43,11,1100,586003.0,10,532730.0,53273.0
P025,19,Beam,41,7,46,Timber,67.9,7,600,285180.00000000006,6,244440.00000000003,40740.00000000003
P003,28,Wall,11,5,14,Timber,69.54,19,600,792756.0000000001,16,667584.0000000001,125172.0
P072,23,Slab,218,3,218,Aluminum,81.71,20,1100,1797619.9999999998,13,1168453.0,629166.9999999998
P044,4,Wall,1,3,2,Timber,83.35,7,600,350069.99999999994,7,350069.99999999994,0.0
P097,20,Wall,171,6,173,Timber,63.8,16,600,612480.0,14,535920.0,76560.0
P042,19,Column,338,9,337,Timber,41.78,9,600,225612.0,6,150408.0,75204.0
P099,27,Column,282,9,283,Aluminum,14.62,9,1100,144737.99999999997,7,112573.99999999999,32163.999999999985
P006,34,Column,53,7,51,Timber,13.23,5,600,39690.0,4,31752.0,7938.0
P039,4,Wall,125,7,123,Aluminum,20.19,10,1100,222090.0,9,199881.0,22209.0
P052,7,Slab,175,7,173,Aluminum,98.54,19,1100,2059486.0000000002,17,1842698.0,216788.00000000023
P023,7,Slab,265,7,270,Timber,80.74,17,600,823548.0,13,629771.9999999999,193776.00000000012
P089,26,Beam,265,7,266,Aluminum,46.44,11,1100,561924.0,8,408672.0,153252.0
P050,26,Wall,199,9,201,Aluminum,51.96,22,1100,1257432.0000000002,14,800184.0000000001,457248.0000000001
P043,19,Beam,256,4,254,Timber,76.36,23,600,1053768.0,19,870504.0,183264.0
P019,9,Beam,172,5,173,Timber,56.3,10,600,337800.0,8,270240.0,67560.0
P069,20,Beam,59,8,60,Aluminum,42.44,12,1100,560208.0,11,513524.0,46684.0
P051,16,Beam,106,7,110,Steel,41.46,7,850,246687.00000000003,7,246687.00000000003,0.0
P011,17,Beam,125,9,127,Steel,28.87,21,850,515329.5,19,466250.5,49079.0
P012,22,Wall,16,8,15,Steel,89.71,18,850,1372563.0,12,915042.0,457521.0
P074,13,Column,38,3,37,Steel,47.27,24,850,964308.0,17,683051.5,281256.5
P008,12,Beam,243,9,244,Aluminum,77.71,18,1100,1538658.0,13,1111253.0,427405.0
P024,10,Slab,210,8,209,Timber,61.64,6,600,221904.00000000003,4,147936.0,73968.00000000003
P092,1,Wall,315,9,320,Steel,77.87,8,850,529516.0,8,529516.0,0.0
P041,32,Beam,285,8,285,Timber,38.88,13,600,303264.00000000006,12,279936.00000000006,23328.0
P036,30,Slab,168,9,173,Steel,77.68,20,850,1320560.0,15,990420.0,330140.0
P085,8,Beam,264,5,266,Steel,81.1,5,850,344675.0,5,344675.0,0.0
P072,21,Column,98,8,99,Steel,19.39,6,850,98889.0,5,82407.5,16481.5
P055,22,Wall,134,6,133,Timber,18.23,16,600,175008.0,12,131256.0,43752.0
P009,18,Column,181,9,184,Timber,98.69,20,600,1184280.0,16,947424.0,236856.0
P047,2,Slab,222,6,221,Steel,20.62,19,850,333013.0,14,245378.0,87635.0
P015,9,Beam,364,9,366,Timber,71.64,23,600,988632.0,16,687744.0,300888.0
P048,3,Column,149,7,154,Steel,77.3,24,850,1576919.9999999998,16,1051280.0,525639.9999999998
P082,26,Column,244,4,249,Aluminum,15.72,10,1100,172920.00000000003,8,138336.0,34584.00000000003
P042,21,Beam,313,9,316,Timber,77.19,24,600,1111536.0,19,879965.9999999999,231570.00000000012
P060,30,Wall,76,4,74,Steel,47.76,23,850,933708.0,20,811920.0,121788.0
P084,28,Slab,262,5,261,Aluminum,34.72,19,1100,725648.0,15,572880.0,152768.0
P070,26,Wall,231,4,234,Aluminum,69.88,8,1100,614944.0,7,538076.0,76868.0
P012,34,Slab,191,8,193,Steel,84.98,20,850,1444660.0,18,1300194.0,144466.0
P002,8,Slab,134,6,137,Aluminum,61.55,15,1100,1015575.0,13,880165.0,135410.0
P007,10,Column,309,7,313,Aluminum,88.36,11,1100,1069156.0,7,680372.0,388784.0
P080,14,Beam,252,3,250,Steel,12.01,6,850,61251.0,5,51042.5,10208.5
P003,15,Wall,245,8,248,Aluminum,76.47,11,1100,925287.0,10,841170.0,84117.0
P003,17,Column,265,6,270,Aluminum,25.25,16,1100,444400.0,12,333300.0,111100.0
P027,18,Column,325,6,329,Steel,35.75,18,850,546975.0,16,486200.0,60775.0
P040,32,Column,330,5,335,Steel,61.5,19,850,993225.0,16,836400.0,156825.0
P033,23,Wall,343,8,344,Aluminum,34.7,24,1100,916080.0000000001,16,610720.0,305360.0000000001
P092,23,Column,4,9,8,Timber,25.13,11,600,165858.0,8,120624.0,45234.0
P001,15,Beam,37,4,35,Steel,89.69,22,850,1677202.9999999998,19,1448493.5,228709.49999999977
P008,24,Column,71,3,70,Timber,91.61,15,600,824490.0,10,549660.0,274830.0
P032,28,Column,262,3,263,Steel,13.27,14,850,157913.0,11,124074.5,33838.5
P048,16,Slab,237,9,242,Timber,55.01,18,600,594108.0,12,396072.0,198036.0
P004,16,Column,307,4,308,Steel,28.33,7,850,168563.5,5,120402.49999999999,48161.000000000015
P094,6,Wall,355,9,353,Aluminum,87.71,22,1100,2122582.0,16,1543696.0,578886.0
P070,2,Wall,178,7,183,Aluminum,51.63,16,1100,908688.0,13,738309.0000000001,170378.99999999988
P019,13,Beam,96,4,97,Timber,53.06,5,600,159180.0,5,159180.0,0.0
P032,9,Wall,227,7,232,Timber,66.47,17,600,677994.0,13,518466.0,159528.0
P009,34,Wall,11,3,15,Steel,15.01,6,850,76551.0,6,76551.0,0.0
P012,17,Column,266,8,270,Steel,21.46,19,850,346579.0,16,291856.0,54723.0
P011,27,Beam,189,5,194,Timber,54.85,15,600,493650.0,13,427830.00000000006,65819.99999999994
P046,29,Wall,209,6,207,Timber,97.0,10,600,582000.0,9,523800.0,58200.0
P016,22,Beam,13,8,11,Aluminum,85.92,10,1100,945120.0,7,661584.0000000001,283535.9999999999
P001,24,Beam,162,3,165,Timber,90.04,16,600,864384.0000000001,11,594264.0,270120.0000000001
P063,7,Slab,60,3,64,Aluminum,22.34,20,1100,491480.0,18,442332.0,49148.0
P021,34,Slab,5,3,3,Timber,96.28,20,600,1155360.0,17,982056.0,173304.0
P030,12,Column,202,6,207,Aluminum,75.7,14,1100,1165780.0,10,832700.0,333080.0
P013,23,Wall,12,7,16,Aluminum,39.31,21,1100,908061.0,17,735097.0,172964.0
P034,15,Column,341,5,343,Aluminum,87.8,24,1100,2317920.0,20,1931600.0,386320.0
P004,33,Column,240,8,239,Steel,77.26,6,850,394026.00000000006,4,262684.0,131342.00000000006
P028,13,Beam,225,8,226,Aluminum,76.29,17,1100,1426623.0,11,923109.0000000001,503513.9999999999
P095,23,Beam,182,5,182,Timber,76.12,21,600,959112.0,13,593736.0,365376.0
P059,32,Beam,297,5,300,Timber,82.08,13,600,640224.0,9,443232.0,196992.0
P027,1,Column,304,7,303,Timber,95.37,19,600,1087218.0000000002,13,743886.0,343332.00000000023
P069,5,Wall,307,8,307,Steel,22.32,11,850,208692.0,9,170748.0,37944.0
P025,13,Column,178,4,176,Aluminum,99.96,17,1100,1869252.0,12,1319472.0,549780.0
P003,5,Column,118,4,119,Steel,88.51,14,850,1053269.0,9,677101.5,376167.5
P097,32,Column,352,5,355,Aluminum,49.75,22,1100,1203950.0,17,930325.0,273625.0
P068,21,Slab,76,3,75,Timber,24.17,14,600,203028.0,11,159522.0,43506.0
P025,24,Slab,46,3,46,Aluminum,50.84,22,1100,1230328.0,16,894784.0000000001,335543.9999999999
P020,18,Wall,227,6,227,Steel,80.08,18,850,1225224.0,13,884884.0,340340.0
P034,21,Slab,356,4,356,Steel,64.22,23,850,1255501.0,17,927979.0,327522.0
P026,10,Column,294,3,293,Steel,35.16,5,850,149430.0,4,119543.99999999999,29886.000000000015
P005,24,Slab,240,9,242,Steel,46.61,8,850,316948.0,6,237710.99999999997,79237.00000000003
P099,21,Slab,348,5,346,Timber,95.89,18,600,1035612.0,12,690408.0,345204.0
P061,25,Column,141,6,142,Steel,82.34,9,850,629901.0,7,489923.0,139978.0
P092,23,Wall,204,4,204,Steel,21.17,9,850,161950.50000000003,8,143956.0,17994.50000000003
P093,22,Slab,150,6,155,Steel,59.09,24,850,1205436.0,21,1054756.5,150679.5
P009,4,Column,130,3,133,Timber,93.79,18,600,1012932.0,14,787836.0000000001,225095.99999999988
P050,34,Column,349,5,348,Aluminum,13.09,12,1100,172787.99999999997,11,158389.0,14398.99999999997
P006,6,Column,333,9,336,Timber,13.83,16,600,132768.0,14,116172.0,16596.0
P083,28,Beam,269,5,274,Timber,74.51,21,600,938826.0,14,625884.0000000001,312941.9999999999
P060,31,Column,313,5,313,Timber,61.8,7,600,259559.99999999997,6,222479.99999999997,37080.0
P044,23,Slab,137,3,142,Aluminum,14.14,8,1100,124432.0,6,93324.0,31108.0
P011,6,Slab,116,9,121,Steel,99.64,9,850,762246.0,7,592858.0,169388.0
P066,16,Column,351,9,350,Timber,62.21,5,600,186630.0,4,149304.0,37326.0
P047,2,Beam,161,7,164,Steel,54.27,6,850,276777.0,4,184518.0,92259.0
P073,24,Beam,155,8,157,Steel,50.29,9,850,384718.5,8,341972.0,42746.5
P085,17,Beam,173,8,173,Aluminum,73.06,23,1100,1848418.0000000002,18,1446588.0,401830.00000000023
P088,1,Slab,130,5,134,Aluminum,51.25,9,1100,507375.0,8,451000.0,56375.0
P098,6,Beam,79,8,79,Timber,69.32,17,600,707063.9999999999,11,457512.0,249551.99999999988
P086,5,Wall,57,7,58,Aluminum,53.95,9,1100,534105.0,6,356070.00000000006,178034.99999999994
P003,29,Wall,351,5,350,Aluminum,64.96,12,1100,857472.0,9,643104.0,214368.0
P076,12,Beam,57,7,56,Aluminum,82.47,13,1100,1179321.0,10,907170.0,272151.0
P092,3,Wall,363,4,365,Steel,83.55,19,850,1349332.5,17,1207297.5,142035.0
P030,1,Column,335,8,340,Aluminum,86.41,7,1100,665357.0,6,570306.0,95051.0
P090,27,Beam,134,9,134,Timber,28.27,5,600,84810.0,4,67848.0,16962.0
P021,24,Beam,14,4,15,Aluminum,15.5,24,1100,409200.0,18,306900.0,102300.0
P028,19,Beam,283,5,286,Timber,85.25,11,600,562650.0,9,460350.0,102300.0
P090,8,Column,294,9,292,Timber,13.81,17,600,140862.0,12,99432.0,41430.0
P062,2,Column,147,6,148,Aluminum,29.21,7,1100,224917.0,6,192786.0,32131.0
P033,30,Beam,127,6,130,Steel,57.36,14,850,682584.0,12,585072.0,97512.0
P085,30,Slab,260,3,261,Timber,86.99,22,600,1148268.0,20,1043880.0,104388.0
P035,32,Slab,314,4,317,Timber,90.71,20,600,1088520.0,14,761963.9999999999,326556.0000000001
P052,1,Wall,218,4,219,Timber,66.52,13,600,518856.0,11,439031.99999999994,79824.00000000006
P034,13,Column,233,6,237,Aluminum,97.01,19,1100,2027509.0,16,1707376.0,320133.0
P041,11,Wall,168,5,169,Timber,75.69,18,600,817452.0,14,635795.9999999999,181656.00000000012
P051,10,Wall,143,9,148,Aluminum,57.5,23,1100,1454750.0,20,1265000.0,189750.0
P047,26,Beam,260,9,260,Timber,22.09,10,600,132540.0,8,106032.0,26508.0
P082,20,Slab,218,9,219,Steel,48.59,11,850,454316.5,9,371713.50000000006,82602.99999999994
P058,17,Wall,308,3,311,Timber,84.01,9,600,453654.0,8,403248.0,50406.0
P075,17,Beam,146,4,149,Aluminum,35.53,17,1100,664411.0,13,508079.0,156332.0
P057,4,Column,99,3,98,Aluminum,62.04,9,1100,614196.0,7,477707.99999999994,136488.00000000006
P023,5,Wall,182,4,185,Timber,98.51,18,600,1063908.0,14,827484.0000000001,236423.99999999988
P048,23,Slab,169,7,168,Aluminum,25.7,5,1100,141350.0,5,141350.0,0.0
P022,10,Column,233,9,237,Steel,19.13,24,850,390252.0,16,260168.0,130084.0
P017,28,Beam,93,7,97,Aluminum,81.6,5,1100,448800.0,5,448800.0,0.0
P069,33,Column,117,3,122,Timber,12.24,13,600,95472.0,9,66096.0,29376.0
P011,26,Wall,4,9,7,Steel,67.89,13,850,750184.5,9,519358.5,230826.0
P094,29,Column,85,9,86,Aluminum,40.22,19,1100,840598.0,16,707872.0,132726.0
P015,27,Column,167,6,170,Timber,75.14,9,600,405756.0,6,270504.0,135252.0
P091,18,Column,7,6,12,Aluminum,20.82,11,1100,251922.0,8,183216.0,68706.0
P035,10,Slab,232,4,236,Timber,39.7,6,600,142920.0,5,119100.0,23820.0
P033,5,Wall,251,8,250,Aluminum,11.53,15,1100,190245.0,12,152195.99999999997,38049.00000000003
P084,10,Beam,85,7,89,Aluminum,31.16,14,1100,479864.0,13,445588.0,34276.0
P016,21,Slab,319,7,324,Steel,53.49,23,850,1045729.5,21,954796.5,90933.0
P034,24,Wall,193,3,193,Steel,25.99,9,850,198823.5,7,154640.49999999997,44183.00000000003
P066,3,Beam,123,9,127,Aluminum,63.97,19,1100,1336973.0,14,985137.9999999999,351835.0000000001
P099,31,Beam,89,8,93,Timber,20.63,6,600,74268.0,4,49512.0,24756.0
P040,2,Beam,95,3,93,Timber,77.07,15,600,693630.0,12,554904.0,138726.0
P028,2,Wall,300,6,305,Aluminum,92.95,8,1100,817960.0,6,613470.0,204490.0
P047,34,Beam,358,6,359,Aluminum,44.73,21,1100,1033262.9999999999,13,639639.0,393623.9999999999
P039,20,Beam,45,8,48,Steel,57.54,6,850,293454.0,5,244545.0,48909.0
P070,33,Slab,253,8,252,Aluminum,53.97,14,1100,831137.9999999999,9,534303.0,296834.9999999999
P073,4,Beam,51,6,50,Aluminum,80.69,15,1100,1331385.0,13,1153867.0,177518.0
P020,11,Column,65,5,69,Timber,99.48,5,600,298440.0,5,298440.0,0.0
P001,5,Slab,54,9,59,Steel,76.21,22,850,1425127.0,16,1036455.9999999999,388671.0000000001
P072,25,Slab,222,7,222,Steel,29.31,9,850,224221.49999999997,8,199308.0,24913.49999999997
P087,34,Wall,72,7,77,Aluminum,72.65,9,1100,719235.0,6,479490.00000000006,239744.99999999994
P063,9,Beam,168,3,172,Steel,65.42,8,850,444856.0,6,333642.0,111214.0
P067,6,Column,186,7,189,Timber,28.91,13,600,225498.0,11,190806.0,34692.0
P004,18,Column,143,3,143,Aluminum,31.69,23,1100,801757.0,15,522885.0,278872.0
P058,14,Beam,19,8,17,Aluminum,68.75,7,1100,529375.0,5,378125.0,151250.0
P025,19,Beam,10,8,13,Timber,82.7,19,600,942780.0,17,843540.0,99240.0
P047,14,Wall,272,5,274,Steel,78.62,18,850,1202886.0,12,801924.0,400962.0
P038,17,Column,171,9,173,Steel,64.58,5,850,274465.0,4,219572.0,54893.0
P015,29,Slab,364,8,367,Timber,94.38,14,600,792792.0,12,679536.0,113256.0
P063,17,Wall,16,9,18,Timber,75.79,17,600,773058.0,15,682110.0000000001,90947.99999999988
P021,8,Wall,80,6,78,Timber,58.77,16,600,564192.0,14,493668.00000000006,70523.99999999994
P099,1,Slab,284,5,285,Timber,83.46,5,600,250379.99999999997,4,200303.99999999997,50076.0
P057,7,Wall,190,6,194,Steel,36.14,6,850,184314.0,6,184314.0,0.0
P053,5,Beam,148,6,150,Steel,33.71,15,850,429802.5,13,372495.5,57307.0
P046,24,Slab,163,3,167,Timber,97.43,16,600,935328.0000000001,15,876870.0,58458.00000000012
P014,28,Slab,265,9,267,Timber,95.48,5,600,286440.0,5,286440.0,0.0
P100,17,Column,360,6,363,Aluminum,89.25,14,1100,1374450.0,10,981750.0,392700.0
P076,20,Slab,138,9,137,Aluminum,29.29,7,1100,225533.0,6,193314.0,32219.0
P017,3,Wall,301,5,306,Steel,62.89,13,850,694934.5,11,588021.5,106913.0
P039,26,Column,30,4,29,Aluminum,58.15,21,1100,1343264.9999999998,18,1151370.0,191894.99999999977
P009,15,Wall,304,8,305,Aluminum,28.28,23,1100,715484.0000000001,21,653268.0,62216.00000000012
P099,8,Beam,168,3,171,Aluminum,50.3,22,1100,1217260.0,20,1106600.0,110660.0
P077,13,Beam,91,9,91,Steel,51.86,9,850,396729.0,7,308567.0,88162.0
P079,3,Column,91,8,89,Aluminum,31.66,11,1100,383086.0,9,313434.0,69652.0
P082,1,Column,211,6,213,Timber,95.94,19,600,1093716.0,13,748332.0,345384.0
P097,9,Wall,330,6,335,Steel,54.34,10,850,461890.00000000006,9,415701.00000000006,46189.0
P006,31,Beam,300,7,303,Aluminum,57.24,9,1100,566676.0,6,377784.0,188892.0
P091,26,Column,174,9,178,Steel,63.87,23,850,1248658.5,20,1085790.0,162868.5
P023,17,Beam,134,3,138,Aluminum,89.83,17,1100,1679821.0,16,1581008.0,98813.0
P059,34,Beam,24,3,27,Steel,58.0,11,850,542300.0,7,345100.0,197200.0
P091,9,Beam,201,5,199,Timber,58.69,6,600,211284.0,5,176070.0,35214.0
P098,13,Wall,219,4,218,Aluminum,31.62,10,1100,347820.0,7,243474.0,104346.0
P046,5,Wall,7,5,5,Aluminum,64.25,19,1100,1342825.0,15,1060125.0,282700.0
P038,13,Beam,6,5,5,Steel,44.3,9,850,338895.0,7,263585.0,75310.0
P014,1,Beam,118,5,116,Timber,68.21,9,600,368334.0,6,245556.0,122778.0
P100,25,Beam,161,4,166,Aluminum,37.07,8,1100,326216.0,6,244662.00000000003,81553.99999999997
P072,4,Slab,85,5,89,Timber,74.42,17,600,759084.0000000001,12,535824.0,223260.00000000012
P062,10,Slab,248,8,247,Aluminum,65.7,22,1100,1589940.0,17,1228590.0,361350.0
P035,28,Wall,166,3,164,Timber,52.7,5,600,158100.0,5,158100.0,0.0
P019,6,Beam,145,4,147,Aluminum,18.7,7,1100,143990.0,6,123419.99999999999,20570.000000000015
P030,27,Slab,31,6,33,Steel,66.43,11,850,621120.5,8,451724.00000000006,169396.49999999994
P078,12,Column,220,7,221,Steel,87.34,5,850,371195.00000000006,4,296956.0,74239.00000000006
P084,3,Column,133,7,131,Timber,25.4,18,600,274320.0,11,167640.0,106680.0
P025,33,Beam,64,9,64,Aluminum,17.62,19,1100,368258.00000000006,16,310112.0,58146.00000000006
P040,10,Slab,76,8,77,Aluminum,13.56,20,1100,298320.0,14,208824.0,89496.0
P088,31,Column,131,3,129,Timber,12.86,9,600,69444.0,9,69444.0,0.0
P014,15,Wall,312,7,312,Aluminum,85.79,7,1100,660583.0000000001,6,566214.0,94369.00000000012
P026,7,Column,319,8,321,Steel,75.49,21,850,1347496.5,15,962497.4999999999,384999.0000000001
P087,14,Wall,361,8,365,Aluminum,28.21,9,1100,279279.0,6,186186.0,93093.0
P022,14,Column,38,7,42,Steel,92.54,5,850,393295.00000000006,4,314636.0,78659.00000000006
P048,3,Column,54,7,56,Timber,22.18,17,600,226236.0,15,199620.0,26616.0
P083,3,Slab,130,8,134,Aluminum,43.67,22,1100,1056814.0,18,864666.0000000001,192147.99999999988
P051,22,Column,218,8,221,Timber,50.69,5,600,152070.0,4,121656.0,30414.0
P003,19,Column,2,6,4,Steel,16.83,23,850,329026.5,20,286110.0,42916.5
P042,12,Wall,246,7,249,Timber,41.27,10,600,247620.00000000003,9,222858.0,24762.00000000003
P019,5,Wall,140,5,144,Timber,19.17,13,600,149526.00000000003,8,92016.00000000001,57510.000000000015
P073,10,Column,296,8,301,Aluminum,81.08,18,1100,1605384.0,16,1427008.0,178376.0
P028,33,Beam,258,3,263,Timber,14.21,15,600,127890.0,13,110838.00000000001,17051.999999999985
P084,13,Column,105,3,105,Timber,11.54,8,600,55391.99999999999,6,41544.0,13847.999999999993
P045,32,Column,336,9,335,Aluminum,75.92,11,1100,918632.0,9,751608.0,167024.0
P071,11,Slab,185,8,183,Timber,80.28,22,600,1059696.0,15,722520.0,337176.0
P078,24,Column,303,3,304,Steel,54.61,22,850,1021207.0000000001,18,835533.0,185674.00000000012
P063,19,Column,244,6,247,Aluminum,38.61,10,1100,424710.0,8,339768.0,84942.0
P073,6,Wall,164,9,165,Steel,31.28,9,850,239291.99999999997,6,159528.0,79763.99999999997
P019,4,Wall,132,6,137,Aluminum,20.53,10,1100,225830.0,9,203247.0,22583.0
P047,33,Wall,203,8,207,Timber,53.58,6,600,192888.0,4,128592.0,64296.0
P014,13,Wall,210,9,212,Steel,54.2,6,850,276420.00000000006,5,230350.0,46070.00000000006
P038,19,Column,347,7,346,Steel,51.04,5,850,216920.0,4,173536.0,43384.0
P053,12,Beam,101,5,104,Steel,80.04,22,850,1496748.0,18,1224612.0,272136.0
P061,11,Slab,271,7,269,Timber,18.98,14,600,159432.00000000003,12,136656.0,22776.00000000003
P036,6,Slab,49,3,52,Steel,70.3,11,850,657305.0,10,597550.0,59755.0
